,V00,V1_1,V1_2,V1_3,V1_4,V1_5,V2_1,V2_2,V2_3,groep_split,V3_Codes,V3,V4_1,V4_2,V5_1,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_9,V6a,V6b,V7_1,V7_2,V7_3,V7_4,V7_5,id,Opmerkingen,Opmerkingen_Codes,Cijfer,GESLACHT2,OPLEID_HER,IOPOL2023,stedc,nielsen_4,LFT5,lft_weging_Niels,weging_totaal_pol
121,Ja,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee oneens,A,0,Uit onderzoek blijkt dat groene tuinen een positieve bijdrage levert aan de temperatuur in de stad en het opslaan van water.,4,4,4,6,6,7 Is heel erg betrouwbaar,6,7 Is heel erg eerlijk,4,6,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Helemaal mee eens,Mee oneens,Mee oneens,Helemaal mee eens,C1880EE0-A666-4BD5-90B9-F4698187B3FB,,,8,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0958031897610347
122,Ja,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,D,0,"In de tekst wordt aangegeven dat het vergroenen van stadstuinen zorgt dat de temperatuur in de stad een 0,5 graad kan verlagen. En ook dat daarom de overheid meer zou moeten doen om dit te bevorderen. Tegels wippen, dus!",5,4,4,5,4,4,4,4,4,5,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Neutraal,Een beetje mee eens,4CB0135B-5C74-4E33-BFB6-E6DA193D8590,,,7,Vrouw,midden,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,1.0381465468941573
123,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,C,0,Over hoe een biodiverse omgeving rond het huis het klimaat in een stad/dorp leefbaar kan houden,3,3,4,6,6,3,6,6,6,5,6,Nee,,Neutraal,Een beetje mee eens,Neutraal,Mee eens,,56B60691-1E51-498D-952B-5008213BCE85,,,7,Man,hoog,Volt,Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.603979215083785
124,Ja,Een beetje mee eens,Helemaal mee eens,Mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,C,0,Noodzaak van meer tegels verwijderen uit de tuinen en meer groen toelaten.,5,5,4,6,7 Is heel erg deskundig,6,7 Is heel erg competent,6,6,7 Geeft heel veel om de maatschappij,6,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Helemaal mee eens,Mee oneens,Helemaal mee eens,Mee eens,A246C98E-E72F-4878-AA28-051C150AA20A,,,9,Man,midden,VVD,Sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,1.0278190719261153
125,Ja,Helemaal mee oneens,Neutraal,Neutraal,Helemaal mee oneens,Neutraal,Neutraal,Helemaal mee oneens,Een beetje mee eens,A,0,Meer groen in steden koelt de stad af,3,3,4,6,4,4,4,6,5,4,2,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Mee oneens,0C209BF5-5CD7-440B-88C1-BF5558EFF1BA,,,5,Vrouw,midden,SP,Sterk stedelijk,"West (UT, NH, ZH)",40-54,40 t/m 64,1.251705426136674
126,Ja,Een beetje mee eens,Mee eens,Mee eens,Mee oneens,Neutraal,Helemaal mee eens,Mee eens,Helemaal mee oneens,C,0,"Het gaat over een onderzoek dat aantoont dat minder tegels en meer begroeiing in tuinen kan bijdragen aan het verkoelen van een stad tot wel 0,5 graden. Het effect van opnemen van hemelwater door begroeiing (b.v. met een zogenaamde ""wadi""), en daarmee het bestrijden van wateroverlast, wordt ook benoemd.",1 Zakelijk,5,4,6,6,6,6,6,4,6,6,Nee,,Helemaal mee eens,Helemaal mee eens,Helemaal mee oneens,Neutraal,,2AF35184-FA99-4786-B3F4-15034FA4FF62,"Ik moest de betekenis van ""wadi"" opzoeken door te googlen. Ik zag de foto van een wadi in de versie van het onderzoek die ik kreeg, maar toch wist ik niet of het met ""wadi"" om een stuk begroeiing (juist zoals inmiddels blijkt) of een vijver (onjuist) ging want beide stonden afgebeeld.",,7,Man,hoog,GroenLinks-PvdA,Sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,0.9116764967229414
127,Ja,Een beetje mee oneens,Mee eens,Mee eens,Mee eens,Mee eens,Een beetje mee oneens,Neutraal,Mee eens,C,0,Over binnensteden verkoelen. En over water vasthouden.,3,4,5,4,5,5,4,4,7 Maakt zich heel veel zorgen om de maatschappij,5,6,Nee,,Neutraal,Mee eens,Een beetje mee oneens,Helemaal mee oneens,,E29E1B69-B358-4007-B800-AFE970DD4971,,,6,Man,midden,PVV,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.5551208711816675
128,Ja,Neutraal,Een beetje mee oneens,Neutraal,Neutraal,Een beetje mee oneens,Mee eens,Een beetje mee oneens,Mee oneens,C,1,Mooi en helder artikel.,5,5,4,4,4,4,4,4,3,4,4,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Neutraal,Neutraal,Neutraal,Mee eens,A199456E-1C20-4BF3-AB72-0A5E3366F007,,,6,Man,laag,SP,Sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,0.8349220150519919
129,Ja,Neutraal,Mee eens,Een beetje mee eens,Mee oneens,Helemaal mee eens,Mee eens,Neutraal,Een beetje mee eens,C,1,Is volkomen juist. Groene tuinen zijn ook nog voor de aanblik belangrijk,4,3,4,3,4,5,4,5,2,5,3,Nee,,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Een beetje mee eens,,EC35A90E-42E2-49A4-833C-223D28876C74,,,8,Man,midden,VVD,Sterk stedelijk,"West (UT, NH, ZH)",65,65+,1.2119548183500528
130,Ja,Neutraal,Een beetje mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,B,0,Over de vergroening van Tuinen en de gevolgen ervan op de temperatuur,4,4,5,5,6,5,4,5,4,5,6,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Een beetje mee eens,Mee oneens,Mee eens,F125337C-D219-4975-9FAF-7400276F140D,Nee,,8,Man,hoog,NSC,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0663916411480479
131,Ja,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,C,0,Vertuinen van steden om klimaatverandering en de gevolgen daarvan te mitigeren.,5,3,2,6,6,6,6,6,6,6,6,Nee,,Helemaal mee eens,Helemaal mee eens,Helemaal mee oneens,Helemaal mee eens,,E8D4DE04-D22A-45F0-8C42-CBC07F8900D8,,,7,Man,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.183747872681102
132,Ja,Een beetje mee oneens,Mee eens,Neutraal,Mee oneens,Een beetje mee eens,Neutraal,Mee oneens,Een beetje mee eens,C,0,Dat door het aanleggen van meer groen in je tuin je meehelpt aan de klimaatcrisis maar je helpt ook mee aan andere problemen zoals water overlast en droogtes.,3,2,4,4,4,5,4,5,5,5,6,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Een beetje mee eens,Mee oneens,Neutraal,Mee oneens,2E98B09D-4F20-477C-A3A7-7BF049D489E4,,,7,Man,midden,PVV,Sterk stedelijk,"West (UT, NH, ZH)",18-24,18 t/m 39,1.5551208711816675
133,Ja,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee eens,B,0,Over de invloed van de inrichting van de tuin op de warmte en waterafvoer in steden. Namelijk door tegels te vervangen door groen = positief voor deze problemen,4,4,4,6,6,6,4,5,6,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Een beetje mee eens,Mee oneens,Neutraal,Een beetje mee eens,64D31DDE-0576-4FDA-ADE2-7BDA098111F1,,,10,Man,hoog,NSC,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0663916411480479
134,Ja,Een beetje mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,C,0,De tekst ging over het feit dat tuinen met meer groen kunnen helpen water af te voeren en minder warmte vasthouden,4,4,4,6,6,6,6,6,4,4,6,Nee,,Helemaal mee eens,Helemaal mee eens,Helemaal mee oneens,Neutraal,,F54929B2-F45D-4D99-9A9D-D24C94DB59ED,,,8,Man,midden,GroenLinks-PvdA,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.1042455101052004
135,Ja,Een beetje mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Een beetje mee eens,A,,,4,4,5,5,5,5,5,5,4,5,5,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Neutraal,Mee eens,Mee eens,Mee eens,C48DFF95-2FF3-4FC7-8CF2-5343D1AE4117,,,7,Man,hoog,VVD,Sterk stedelijk,"West (UT, NH, ZH)",65,65+,0.9222314906676082
136,Ja,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Mee oneens,Een beetje mee eens,Mee eens,Neutraal,Helemaal mee eens,C,0,"Men is er van overtuigd dat wanneer alle tegels uit de tuinen verdwijnen, het ten goede komt van het klimaat",4,4,3,3,3,3,5,3,7 Maakt zich heel veel zorgen om de maatschappij,4,4,Ja,In mijn tuin is de grond vooral beplant (groen),Mee oneens,Mee oneens,Mee eens,Mee oneens,Mee oneens,010689BE-AD0E-49B5-96B4-7F853651771A,,,4,Man,midden,PVV,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.5551208711816675
137,Ja,Mee oneens,Een beetje mee eens,Mee oneens,Mee oneens,Mee eens,Mee eens,Neutraal,Een beetje mee eens,A,0,Het belang van minder stenen en meer groen in de tuin.,4,2,4,4,4,4,4,5,6,5,6,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Mee eens,Neutraal,Neutraal,Mee eens,D2A054A1-CFEA-47A7-B921-6CE9C711DE4A,,,6,Vrouw,hoog,PVV,Sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,1.7228389511136781
138,Ja,Een beetje mee eens,Een beetje mee eens,Mee eens,Een beetje mee oneens,Mee eens,Mee eens,Mee eens,Mee oneens,B,0,Lagere temperaturen in grote steden door groenere tuinen. Minder wateroverlast door groenere tuinen.,5,6,6,7 Is helemaal niet oprecht,6,5,5,4,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Mee oneens,Mee oneens,Mee oneens,Neutraal,1A1DA4CC-213C-430F-8587-1E84CED86B06,,,8,Man,hoog,VVD,Matig stedelijk,"West (UT, NH, ZH)",40-54,40 t/m 64,1.0423181260816656
139,Ja,Mee oneens,Een beetje mee eens,Mee oneens,Helemaal mee oneens,Een beetje mee eens,Mee oneens,Mee oneens,Mee eens,D,0,er moet veel meer groen komen vooral in de steden,4,5,4,5,5,2,6,5,6,5,5,Nee,,Mee eens,Een beetje mee eens,Een beetje mee oneens,Neutraal,,D2845A99-01D4-4B26-A707-223B95C42DF4,,,7,Vrouw,laag,"Nee, ik heb niet gestemd",Matig stedelijk,"West (UT, NH, ZH)",65,65+,0.9722101732165062
140,Ja,Mee oneens,Mee eens,Mee oneens,Helemaal mee oneens,Mee eens,Helemaal mee eens,Neutraal,Mee oneens,C,0,Als er minder tegels en meer groen in de tuinen komen dan zal de temperatuur dalen en het regenwater beter opgenomen en vastgehouden kan worden.,5,6,6,6,6,6,6,6,6,6,6,Nee,,Mee eens,Helemaal mee eens,Mee oneens,Een beetje mee eens,,8FD82426-2287-4B7F-B759-A403994F9148,,,9,Vrouw,midden,SP,Matig stedelijk,"West (UT, NH, ZH)",65,65+,1.1901981491682943
141,Ja,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Een beetje mee eens,Mee eens,Neutraal,Mee oneens,C,0,Hittestress in Nederlandse tuinen als gevolg van vertegeld oppervlak. Onttegelen zorgt voor verkoeling en een grotere biodiversiteit,3,4,3,6,5,5,5,6,2,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Mee eens,5618A81E-14D9-43AE-9673-B187AF1EDF6E,,,9,Man,hoog,CDA,Matig stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.148987272324621
142,Ja,Neutraal,Mee eens,Mee eens,Neutraal,Een beetje mee eens,Mee eens,Helemaal mee eens,Helemaal mee oneens,C,0,"Over het effect van het aanpassen van de tuinen (meer groen, minder stenen) op de temperatuur en de overige voordelen (minder wateroverlast).",2,2,3,5,6,6,6,6,5,6,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Helemaal mee oneens,Helemaal mee oneens,Neutraal,FFECA500-954B-41F8-ACB6-9902533F67EB,,,8,Vrouw,hoog,GroenLinks-PvdA,Matig stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0958031897610347
143,Ja,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee oneens,Mee eens,Helemaal mee eens,Mee eens,Mee oneens,D,1,"Ik geloof dit verhaal, recent ook een artikel in een krant gelezen met soort gelijk verhaal",6,6,5,6,6,5,6,6,7 Maakt zich heel veel zorgen om de maatschappij,5,6,Nee,,Mee eens,Mee eens,Mee oneens,Neutraal,,A7782FE6-36AA-4F44-80C3-E57557D1BCD5,,,7,Vrouw,midden,ChristenUnie,Sterk stedelijk,"West (UT, NH, ZH)",40-54,40 t/m 64,1.194425969601249
144,Ja,Mee eens,Een beetje mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,C,0,Het vergroenen van stadstuinen kan helpen de effecten van klimaatsverandering te verminderen,4,6,5,6,4,4,4,5,4,4,4,Nee,,Helemaal mee eens,Mee eens,Helemaal mee oneens,Een beetje mee oneens,,33523DF8-A285-476C-AFC1-EDD3773603AA,,,10,Man,hoog,GroenLinks-PvdA,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,0.8721607104011451
145,Ja,Mee oneens,Neutraal,Een beetje mee eens,Een beetje mee oneens,Mee eens,Mee eens,Mee oneens,Neutraal,A,0,Tuinen vergroenen kan de opwarming van de aarde tegengaan,4,5,4,4,5,4,5,4,4,4,5,Nee,,Helemaal mee eens,Neutraal,Helemaal mee oneens,Mee eens,,473762F0-E9EC-44B6-8FDD-1EB0F0F7AE94,,,9,Vrouw,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,0.9882862243985404
146,Ja,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Een beetje mee eens,Helemaal mee oneens,D,0,Dat meer groene tuinen de maximum temperatuur in stedelijke gebieden kan verlagen,3,4,6,5,6,6,5,5,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Mee eens,Neutraal,Mee eens,Een beetje mee eens,B1F53B70-DB5C-47F4-82C0-24D0874BFC49,,,8,Man,hoog,GroenLinks-PvdA,Sterk stedelijk,"West (UT, NH, ZH)",65,65+,0.8066412293338033
147,Ja,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee oneens,A,0,Vergroening van tuinen in steden zal leiden tot temperatuurverlaging.,3,3,5,7 Is helemaal niet oprecht,6,7 Is heel erg betrouwbaar,6,6,5,6,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Mee eens,Neutraal,Helemaal mee eens,Mee eens,B9FDB1AB-53E4-48F0-8CD2-CA575BC35B6B,,,9,Vrouw,hoog,D66,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.2537400648567247
148,Ja,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,C,0,"vergroenen van stadstuinen, daar is de temperatuur lager dan in bestraten stadstuinen",7 Persoonlijk,7 Informeel,6,6,6,6,6,6,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Helemaal mee eens,Neutraal,Mee oneens,Neutraal,Neutraal,0F31FB01-2233-4106-A5D1-E919A62E3C01,,,10,Vrouw,laag,"Nee, ik heb niet gestemd",Sterk stedelijk,"West (UT, NH, ZH)",65,65+,0.9722101732165062
149,Ja,Mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,B,0,Verbetering van de waterhuishouding en de omgevingstemperatuur door vergroening,3,5,5,6,6,6,6,6,6,6,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Een beetje mee oneens,Neutraal,Een beetje mee eens,3F26A594-AB76-4A02-B4A4-822034CA0C3C,,,,Man,hoog,GroenLinks-PvdA,Sterk stedelijk,"West (UT, NH, ZH)",65,65+,0.8066412293338033
150,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,Mee eens,Mee eens,Mee oneens,B,0,Minder tegels in tuinen en aanleggen wadis voor verkoelend effecten op de leefomgeving,2,2,3,4,2,3,5,5,5,1 Geeft totaal niets om de maatschappij,3,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Een beetje mee eens,Mee oneens,Neutraal,Een beetje mee eens,C195E3D4-1A2B-4B3B-89CD-2ED17060AA6B,,,10,Man,hoog,VVD,Sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,0.9971397974775718
151,Ja,Mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,A,0,In stedelijke gebieden weinig groen,4,4,6,6,7 Is heel erg deskundig,6,7 Is heel erg competent,6,7 Maakt zich heel veel zorgen om de maatschappij,6,6,Nee,,Mee eens,Mee eens,Mee eens,Neutraal,,C0BA7796-1C9B-4485-BAF7-624FC3E39FDB,,,7,Man,laag,PVV,Zeer sterk stedelijk,"West (UT, NH, ZH)",65,65+,0.9529116580029716
152,Ja,Mee eens,Mee eens,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,D,1,Ja prima! Zeker met subsidie want tegels zijn nog altijd makkelijk weinig onderhoud en goedkoop.,5,5,5,7 Is helemaal niet oprecht,6,5,6,6,7 Maakt zich heel veel zorgen om de maatschappij,5,3,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Een beetje mee eens,Neutraal,Mee eens,094DCE50-60A8-491F-9E73-B07053AB2538,Inzetten op dat vergroening niet tijdrovend hoeft te zijn met de juiste materiaal en beplanting keuzes. Ook goed voor de insecten,,9,Vrouw,midden,NSC,Zeer sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,1.2693426643645167
153,Ja,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee oneens,Mee eens,Neutraal,Neutraal,Een beetje mee eens,D,0,"Groen in de tuinen en alle tegels eruit om het klimaat ca. 0,5 graden koeler te krijgen in de steden.",5,4,7 Is heel erg gevoelig,6,6,5,5,6,7 Maakt zich heel veel zorgen om de maatschappij,6,7 Is heel erg intelligent,Nee,,Neutraal,Mee eens,Een beetje mee eens,Mee eens,,91D21561-5249-4C60-A962-83D2074D679A,,,9,Man,laag,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,0.6924723571163095
154,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee oneens,D,0,"Over het belang van minder stenen en meer groen in de tuinen (van een stad). Het is aangetoond dat dit scheelt in temperatuur en het houdt het water beter vast, minder naar riool en meer naar grondwater voor droge periodes.",4,4,4,6,6,6,6,5,5,4,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Mee eens,Mee oneens,Neutraal,Neutraal,AD03DC55-9BB2-4FAF-B3E3-983F842E915F,De vragen gingen over iets anders dan ik had verwacht. Minder inhoudelijk en meer over gevoel bij een tekst.,,7,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",65,65+,1.0489776033873444
155,Ja,Helemaal mee eens,Een beetje mee oneens,Mee eens,Mee eens,Mee oneens,Mee eens,Mee eens,Neutraal,C,0,D.m.v. tuinen te vergroenen kan het klimaat in bepaalde gebieden postitief beïnvloed worden met een temp daling.,3,3,5,6,6,2,6,6,3,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Een beetje mee eens,617101A3-1957-4039-990B-9326A9A1AAF9,De vragenlijst liep vast/ kreeg een error waardoor hij niet representatief is.,,4,Vrouw,hoog,PVV,Zeer sterk stedelijk,"West (UT, NH, ZH)",40-54,40 t/m 64,1.7228389511136781
156,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,A,0,Hoe je ervoor kan zorgen dat jouw eigen tuin bijdraagt aan het leefbaarder maken van de omgeving voor mens en dier,5,6,4,5,5,6,7 Is heel erg competent,6,5,5,5,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Mee eens,Een beetje mee oneens,Neutraal,Een beetje mee eens,2F35CB31-39CD-43E2-9C38-1F6443C8AB35,,,7,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",18-24,18 t/m 39,1.0958031897610347
157,Ja,Een beetje mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal mee oneens,D,1,Helder en duidelijk. Een bekend verhaal en volledig mee eens.,6,5,5,7 Is helemaal niet oprecht,7 Is heel erg deskundig,7 Is heel erg betrouwbaar,7 Is heel erg competent,7 Is heel erg eerlijk,6,6,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Helemaal mee eens,Mee oneens,Mee eens,Mee eens,F9D5E5BD-C205-4166-81C9-24983BDA701A,,,7,Man,midden,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,0.8989947188975669
158,Ja,Mee oneens,Een beetje mee eens,Neutraal,Mee oneens,Mee eens,Neutraal,Een beetje mee oneens,Een beetje mee eens,C,0,Verschil temperatuur steden en platte land. Groene tuinen zouden verschil maken.,5,5,4,5,5,4,5,5,6,5,5,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Neutraal,Een beetje mee oneens,Mee eens,Helemaal mee oneens,E998BA7B-8001-46CD-9AE0-E44B6DA3CA20,,,10,Vrouw,midden,PVV,Matig stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.298337737057574
159,Ja,Neutraal,Een beetje mee eens,Mee eens,Een beetje mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee oneens,B,0,Tegels uit de tuin en de gevolgen daarvan op het warmte,2,2,3,3,7 Is heel erg deskundig,3,4,5,3,3,3,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Mee eens,Helemaal mee eens,Een beetje mee eens,Een beetje mee eens,FC3EA7F0-81BD-4CCA-8AC3-6F033664D41C,,,7,Man,midden,PVV,Matig stedelijk,"West (UT, NH, ZH)",40-54,40 t/m 64,1.2660639664330733
160,Ja,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,Helemaal mee oneens,Een beetje mee eens,A,,,2,5,4,4,6,4,5,4,4,4,4,Ja,In mijn tuin is de grond vooral beplant (groen),Mee oneens,Mee eens,Neutraal,Neutraal,Helemaal mee oneens,348BD065-FA50-4522-886A-7B92D8D272C0,,,5,Man,hoog,VVD,Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,0.9971397974775718
161,Ja,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Neutraal,A,0,Vergroening van o.a. tuinen is goed voor zaken als waterafvoer en natuur.,4,6,6,5,5,6,6,6,5,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Een beetje mee eens,Mee eens,Neutraal,3D6A0412-A234-44B7-8C7A-39C0ACF243E2,,,9,Man,hoog,NSC,Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0663916411480479
162,Ja,Een beetje mee oneens,Mee eens,Helemaal mee eens,Een beetje mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee oneens,D,0,"Hoe groene tuinen diverse voordelen kunnen bieden, zoals een verlaging van de temperatuur en betere afvoer van het grondwater. Het heeft invloed op klimaatverandering.",5,5,5,5,6,5,6,4,6,6,7 Is heel erg intelligent,Nee,,Mee oneens,Mee oneens,Een beetje mee eens,Mee oneens,,818C2193-8C63-4718-A6AB-384041661AFF,,,9,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.0958031897610347
163,Ja,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,B,,,5,4,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,55A2706F-0939-46A1-81BA-24C909E47526,,,7,Vrouw,midden,"Nee, ik heb niet gestemd",Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,0.9882862243985404
164,Ja,Neutraal,Neutraal,Neutraal,Neutraal,Een beetje mee oneens,Neutraal,Neutraal,Neutraal,A,,,4,3,4,4,3,4,4,4,4,5,4,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee oneens,Neutraal,Neutraal,6B2D10F7-81C4-49F8-A6F4-A65727B7661B,,,7,Man,midden,"Nee, ik heb niet gestemd",Zeer sterk stedelijk,"West (UT, NH, ZH)",25-39,18 t/m 39,1.183747872681102
165,Ja,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Een beetje mee oneens,D,0,"Pleidooi om meer stadstuinen te vergroenen, d.w.z. tegels/stenen vervangen door groen of water. Goed voor een koeler klimaat in de stad en minder kans op water problemen (droogte of overstroming).",5,6,4,6,6,6,6,6,6,6,6,Nee,,Mee eens,Mee eens,Mee oneens,Neutraal,,C899FE15-A73A-4F3A-9BEC-1242A0701D90,,,8,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"West (UT, NH, ZH)",55-64,40 t/m 64,1.2233371769720087
